partido,ejercicio,concepto,importe,fuente_url,pagina,nota
cc,2025,total_activo,2628630.64,https://transparencia.coalicioncanaria.org/wp-content/uploads/2026/07/2025_CC_BALANCE_SITUACION.pdf,,
cc,2025,patrimonio_neto,2515868.60,https://transparencia.coalicioncanaria.org/wp-content/uploads/2026/07/2025_CC_BALANCE_SITUACION.pdf,,
cc,2025,deuda_entidades_credito,0.00,https://transparencia.coalicioncanaria.org/wp-content/uploads/2026/07/2025_CC_BALANCE_SITUACION.pdf,,
erc,2025,ingresos_publicos_ordinarios,4943429.09,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Perdues_Guanys.pdf,,
erc,2025,subvenciones_funcionamiento,2406127.79,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Perdues_Guanys.pdf,,
erc,2025,aportaciones_grupos_institucionales,2484053.59,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Perdues_Guanys.pdf,,
erc,2025,ingresos_privados,1735891.20,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Perdues_Guanys.pdf,,
erc,2025,cuotas_afiliados,905524.60,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Perdues_Guanys.pdf,,
erc,2025,aportaciones_cargos_publicos,722874.90,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Perdues_Guanys.pdf,,
erc,2025,donaciones_y_legados,56061.70,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Perdues_Guanys.pdf,,
erc,2025,ingresos_electorales_publicos,0.00,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Perdues_Guanys.pdf,,
erc,2025,gastos_personal,2718660.88,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Perdues_Guanys.pdf,,
erc,2025,gastos_ordinarios,5924085.14,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Perdues_Guanys.pdf,,
erc,2025,gastos_electorales,0.00,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Perdues_Guanys.pdf,,
erc,2025,gastos_financieros,394.56,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Perdues_Guanys.pdf,,
erc,2025,resultado_ejercicio,767561.31,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Perdues_Guanys.pdf,,
erc,2025,total_activo,9717649.26,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Balanc_Situacio.pdf,,
erc,2025,patrimonio_neto,9266294.13,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Balanc_Situacio.pdf,,
erc,2025,deuda_entidades_credito,9354.06,https://static.esquerra.cat/arxius/transparencia/2025/20251231_Balanc_Situacio.pdf,,
pnv,2025,ingresos_publicos_ordinarios,8324547.08,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-cuenta-resultados-eaj-pnv-es.pdf,,
pnv,2025,subvenciones_funcionamiento,2344138.77,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-cuenta-resultados-eaj-pnv-es.pdf,,
pnv,2025,aportaciones_grupos_institucionales,5946573.31,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-cuenta-resultados-eaj-pnv-es.pdf,,
pnv,2025,ingresos_privados,5508208.46,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-cuenta-resultados-eaj-pnv-es.pdf,,
pnv,2025,cuotas_afiliados,1005183.25,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-cuenta-resultados-eaj-pnv-es.pdf,,
pnv,2025,aportaciones_cargos_publicos,2717322.65,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-cuenta-resultados-eaj-pnv-es.pdf,,
pnv,2025,donaciones_y_legados,9789.36,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-cuenta-resultados-eaj-pnv-es.pdf,,
pnv,2025,ingresos_electorales_publicos,0.00,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-cuenta-resultados-eaj-pnv-es.pdf,,
pnv,2025,gastos_personal,3028922.68,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-cuenta-resultados-eaj-pnv-es.pdf,,
pnv,2025,gastos_ordinarios,13307006.75,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-cuenta-resultados-eaj-pnv-es.pdf,,
pnv,2025,gastos_electorales,0.00,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-cuenta-resultados-eaj-pnv-es.pdf,,
pnv,2025,gastos_financieros,306634.48,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-cuenta-resultados-eaj-pnv-es.pdf,,
pnv,2025,resultado_ejercicio,1063205.10,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-cuenta-resultados-eaj-pnv-es.pdf,,
pnv,2025,total_activo,112961320.25,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-balance-situacion-eaj-pnv-es.pdf,,
pnv,2025,patrimonio_neto,103547198.37,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-balance-situacion-eaj-pnv-es.pdf,,
pnv,2025,deuda_entidades_credito,7566135.79,https://www.eaj-pnv.eus/adjuntos/docs_estaticos/2025-balance-situacion-eaj-pnv-es.pdf,,
podemos,2025,resultado_ejercicio,-634453.72,https://transparencia.podemos.info/docs/cuentas-anuales-2025/BALANCE-CONSOLIDADO-2025.pdf,1,"Del balance consolidado publicado por Podemos. Su cuenta de resultados no esta en ese documento, asi que faltan ingresos y gastos."
podemos,2025,total_activo,11402072.34,https://transparencia.podemos.info/docs/cuentas-anuales-2025/BALANCE-CONSOLIDADO-2025.pdf,1,"Del balance consolidado publicado por Podemos. Su cuenta de resultados no esta en ese documento, asi que faltan ingresos y gastos."
podemos,2025,patrimonio_neto,10781335.79,https://transparencia.podemos.info/docs/cuentas-anuales-2025/BALANCE-CONSOLIDADO-2025.pdf,1,"Del balance consolidado publicado por Podemos. Su cuenta de resultados no esta en ese documento, asi que faltan ingresos y gastos."
podemos,2025,deuda_entidades_credito,0.00,https://transparencia.podemos.info/docs/cuentas-anuales-2025/BALANCE-CONSOLIDADO-2025.pdf,1,"Del balance consolidado publicado por Podemos. Su cuenta de resultados no esta en ese documento, asi que faltan ingresos y gastos."
pp,2025,ingresos_publicos_ordinarios,45857986.30,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,3,
pp,2025,subvenciones_funcionamiento,22066029.27,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,3,
pp,2025,aportaciones_grupos_institucionales,22822336.25,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,3,
pp,2025,ingresos_privados,8996778.68,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,3,
pp,2025,cuotas_afiliados,3550449.42,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,3,
pp,2025,aportaciones_cargos_publicos,4397033.49,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,3,
pp,2025,donaciones_y_legados,2750.00,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,3,
pp,2025,ingresos_electorales_publicos,620076.75,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,3,
pp,2025,gastos_personal,15580351.73,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,3,
pp,2025,gastos_ordinarios,44637705.31,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,3,
pp,2025,gastos_electorales,683345.64,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,3,
pp,2025,gastos_financieros,511226.95,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,3,
pp,2025,resultado_ejercicio,9646873.80,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,3,
pp,2025,total_activo,108075028.29,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,2,
pp,2025,patrimonio_neto,90674000.12,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,2,
pp,2025,deuda_entidades_credito,12884509.42,https://www.pp.es/wp-content/uploads/2026/07/CUENTAS_PP_2025.pdf,2,"Suma de 10.950.214,24 a largo plazo y 1.934.295,18 a corto. El balance no publica ese total: lo calculo yo sumando las dos lineas."
psoe,2025,ingresos_publicos_ordinarios,46741975.35,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,subvenciones_funcionamiento,16398417.58,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,aportaciones_grupos_institucionales,29574317.08,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,ingresos_privados,26022984.74,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,cuotas_afiliados,9555283.22,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,aportaciones_cargos_publicos,10194734.76,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,donaciones_y_legados,113897.73,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,ingresos_electorales_publicos,386340.93,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,gastos_personal,18460510.76,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,gastos_ordinarios,61952369.47,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,gastos_electorales,662238.36,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,gastos_financieros,484709.33,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,resultado_ejercicio,12720380.59,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,total_activo,148167905.53,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,patrimonio_neto,123252304.95,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,
psoe,2025,deuda_entidades_credito,6768606.76,https://www.psoe.es/media-content/2026/06/2025-EstadosFinancieros.pdf,,"Suma de 5.495.470,67 a largo plazo y 1.273.136,09 a corto. El balance no publica ese total: lo calculo yo sumando las dos lineas."
sumar,2025,ingresos_publicos_ordinarios,1581226.13,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
sumar,2025,subvenciones_funcionamiento,1445786.78,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
sumar,2025,aportaciones_grupos_institucionales,30850.00,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
sumar,2025,ingresos_privados,248459.62,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
sumar,2025,cuotas_afiliados,161368.19,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
sumar,2025,aportaciones_cargos_publicos,87091.43,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
sumar,2025,donaciones_y_legados,0.00,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
sumar,2025,ingresos_electorales_publicos,-53327.58,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,"Importe negativo en el documento original: es la regularizacion de una subvencion por envios electorales de un ejercicio anterior, no un ingreso."
sumar,2025,gastos_personal,841718.83,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
sumar,2025,gastos_ordinarios,1474917.62,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
sumar,2025,gastos_electorales,19660.56,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
sumar,2025,gastos_financieros,9336.04,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
sumar,2025,resultado_ejercicio,295735.13,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
sumar,2025,total_activo,171108.76,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
sumar,2025,patrimonio_neto,-374363.93,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
sumar,2025,deuda_entidades_credito,3185.98,https://movimientosumar.es/transparencia/wp-content/uploads/sites/6/2026/07/Cuentas-Anuales-Movimiento-Sumar-2025.pdf,,
upn,2025,ingresos_publicos_ordinarios,1014451.74,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,3,
upn,2025,subvenciones_funcionamiento,126978.70,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,3,
upn,2025,aportaciones_grupos_institucionales,880953.06,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,3,
upn,2025,ingresos_privados,83576.92,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,3,
upn,2025,cuotas_afiliados,47077.00,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,3,
upn,2025,aportaciones_cargos_publicos,0.00,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,3,
upn,2025,donaciones_y_legados,0.00,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,3,
upn,2025,ingresos_electorales_publicos,0.00,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,3,
upn,2025,gastos_personal,365100.40,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,3,
upn,2025,gastos_ordinarios,1041036.71,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,3,
upn,2025,gastos_electorales,0.00,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,3,
upn,2025,gastos_financieros,3065.06,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,3,
upn,2025,resultado_ejercicio,53926.89,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,3,
upn,2025,total_activo,1606604.35,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,2,
upn,2025,patrimonio_neto,1478097.41,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,2,
upn,2025,deuda_entidades_credito,76305.11,https://www.upn.org/wp-content/uploads/2026/06/CUENTAS-ANUALES-2025.pdf,2,
vox,2025,ingresos_publicos_ordinarios,11993656.02,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,,
vox,2025,subvenciones_funcionamiento,7217403.30,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,,
vox,2025,aportaciones_grupos_institucionales,4460253.78,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,,
vox,2025,ingresos_privados,4119105.61,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,,
vox,2025,cuotas_afiliados,3835360.58,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,43,"Desglose de la nota 14.2 de la memoria auditada, pagina 43. La cuenta de perdidas y ganancias solo publica el total del epigrafe a)."
vox,2025,aportaciones_cargos_publicos,20931.00,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,43,"Desglose de la nota 14.2 de la memoria auditada, pagina 43. La cuenta de perdidas y ganancias solo publica el total del epigrafe a)."
vox,2025,donaciones_y_legados,90702.26,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,,
vox,2025,ingresos_electorales_publicos,236827.40,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,,
vox,2025,gastos_personal,5233888.37,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,,
vox,2025,gastos_ordinarios,15330235.19,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,,
vox,2025,gastos_electorales,255392.90,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,,
vox,2025,gastos_financieros,209719.75,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,,
vox,2025,resultado_ejercicio,1758126.67,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,,
vox,2025,total_activo,7509012.12,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,,
vox,2025,patrimonio_neto,5482961.54,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,,
vox,2025,deuda_entidades_credito,130356.86,https://www.voxespana.es/wp-content/uploads/2026/08/v4_CCAA-2025-WEB.pdf,4,"Deudas con entidades de credito del pasivo corriente del balance. El cuadro de operaciones de endeudamiento publica 130.300,00 como deuda pendiente; el balance auditado dice 130.356,86 y es el que manda."
